word1	attr1	word2	attr2	word1 freq	word2 freq	bigram freq	score trimmed	distance	similarity	period	genre	combined	url
elû[go-up]V	[?]	tibku[course-of-bricks]N	[?]	697	43	16	0.092	1.625	0.415				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22el%C3%BB%5Bgo-up%5DV%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22tibku%5Bcourse-of-bricks%5DN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
elēlu[be(come)-pure]V	[?]	Girra[fire(-god)]DN	[?]	39	10	5	0.253	1.0	0.4				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22el%C4%93lu%5Bbe%28come%29-pure%5DV%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Girra%5Bfire%28-god%29%5DDN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
elēlu[be(come)-pure]V	[?]	maštakal[(an-alkaline-plant)]N	[?]	39	7	4	0.242	2.5	0.029				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22el%C4%93lu%5Bbe%28come%29-pure%5DV%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22ma%C5%A1takal%5B%28an-alkaline-plant%29%5DN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
elēlu[be(come)-pure]V	[?]	tiāmtu[sea]N	[?]	39	560	27	0.183	1.074	0.697				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22el%C4%93lu%5Bbe%28come%29-pure%5DV%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22ti%C4%81mtu%5Bsea%5DN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
elēlu[be(come)-pure]V	[?]	šarpu[burning]N	[?]	39	9	3	0.16	3.0	0.412				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22el%C4%93lu%5Bbe%28come%29-pure%5DV%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22%C5%A1arpu%5Bburning%5DN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
elēlu[be(come)-pure]V	[?]	šēhtu[incense-burner]N	[?]	39	86	8	0.138	3.5	0.537				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22el%C4%93lu%5Bbe%28come%29-pure%5DV%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22%C5%A1%C4%93htu%5Bincense-burner%5DN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
elēlu[be(come)-pure]V	[?]	nīqu[offering]N	[?]	39	526	19	0.133	1.737	0.594				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22el%C4%93lu%5Bbe%28come%29-pure%5DV%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22n%C4%ABqu%5Boffering%5DN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
elēlu[be(come)-pure]V	[?]	hadûtu[joy]N	[?]	39	6	2	0.131	6.0	0.382				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22el%C4%93lu%5Bbe%28come%29-pure%5DV%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22had%C3%BBtu%5Bjoy%5DN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
elēlu[be(come)-pure]V	[?]	emdu[(an-aromatic-tree)]N	[?]	39	30	4	0.117	5.75	0.368				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22el%C4%93lu%5Bbe%28come%29-pure%5DV%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22emdu%5B%28an-aromatic-tree%29%5DN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
elēlu[be(come)-pure]V	[?]	kakku[stick]N	[?]	39	760	20	0.116	3.25	0.597				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22el%C4%93lu%5Bbe%28come%29-pure%5DV%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22kakku%5Bstick%5DN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
elēlu[be(come)-pure]V	[?]	marru[shovel]N	[?]	39	13	2	0.089	7.0	0.0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22el%C4%93lu%5Bbe%28come%29-pure%5DV%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22marru%5Bshovel%5DN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
elēpu[sprout]V	[?]	ṣalmu[black-one]N	[?]	3	41	2	0.18	6.0	0.5				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22el%C4%93pu%5Bsprout%5DV%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22%E1%B9%A3almu%5Bblack-one%5DN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
elēpu[sprout]V	[?]	perʾu[bud]N	[?]	3	64	2	0.144	1.0	0.5				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22el%C4%93pu%5Bsprout%5DV%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22per%CA%BEu%5Bbud%5DN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
elēpu[sprout]V	[?]	damqu[good-one]N	[?]	3	88	2	0.123	8.0	0.5				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22el%C4%93pu%5Bsprout%5DV%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22damqu%5Bgood-one%5DN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
elēpu[sprout]V	[?]	qaqqadu[head]N	[?]	3	391	2	0.058	7.0	0.5				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22el%C4%93pu%5Bsprout%5DV%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22qaqqadu%5Bhead%5DN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
elēpu[sprout]V	[?]	māru[son]N	[?]	3	5055	6	0.049	2.0	0.735				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22el%C4%93pu%5Bsprout%5DV%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22m%C4%81ru%5Bson%5DN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
elēpu[sprout]V	[?]	kânu[be(come)-permanent]V	[?]	3	622	2	0.046	8.0	0.5				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22el%C4%93pu%5Bsprout%5DV%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22k%C3%A2nu%5Bbe%28come%29-permanent%5DV%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
elēpu[sprout]V	[?]	qabû[say]V	[?]	3	2064	2	0.025	5.0	0.5				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22el%C4%93pu%5Bsprout%5DV%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22qab%C3%BB%5Bsay%5DV%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
elēpu[sprout]V	[?]	Aššur[1]DN	[?]	3	2246	2	0.024	6.0	0.5				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22el%C4%93pu%5Bsprout%5DV%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22A%C5%A1%C5%A1ur%5B1%5DDN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
elēpu[sprout]V	[?]	bītu[house]N	[?]	3	3292	2	0.02	9.0	0.5				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22el%C4%93pu%5Bsprout%5DV%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22b%C4%ABtu%5Bhouse%5DN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
emqu_AJ[wise]AJ	[?]	šitimgallu[master-builder]N	[?]	26	12	10	0.566	1.0	0.506				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22emquJ%5Bwise%5DAJ%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22%C5%A1itimgallu%5Bmaster-builder%5DN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
emqu_AJ[wise]AJ	[?]	hāsisu[one-who-remembers]N	[?]	26	8	6	0.416	2.0	0.794				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22emquJ%5Bwise%5DAJ%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22h%C4%81sisu%5Bone-who-remembers%5DN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
emqu_AJ[wise]AJ	[?]	nalbanu[brick-mould]N	[?]	26	16	6	0.294	7.0	0.745				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22emquJ%5Bwise%5DAJ%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22nalbanu%5Bbrick-mould%5DN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
emqu_AJ[wise]AJ	[?]	itpēšu_N[expert]N	[?]	26	4	3	0.294	1.0	0.667				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22emquJ%5Bwise%5DAJ%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22itp%C4%93%C5%A1u%5Bexpert%5DN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
emqu_AJ[wise]AJ	[?]	ummiānu[investor]N	[?]	26	53	10	0.269	1.0	0.606				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22emquJ%5Bwise%5DAJ%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22ummi%C4%81nu%5Binvestor%5DN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
emqu_AJ[wise]AJ	[?]	gišhurru[plan]N	[?]	26	24	6	0.24	4.0	0.735				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22emquJ%5Bwise%5DAJ%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22gi%C5%A1hurru%5Bplan%5DN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
emqu_AJ[wise]AJ	[?]	isqu[lot]N	[?]	26	35	6	0.199	2.0	0.794				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22emquJ%5Bwise%5DAJ%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22isqu%5Blot%5DN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
emqu_AJ[wise]AJ	[?]	simtu[appropriate-symbol]N	[?]	26	164	11	0.168	7.818	0.679				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22emquJ%5Bwise%5DAJ%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22simtu%5Bappropriate-symbol%5DN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
emqu_AJ[wise]AJ	[?]	lēʾû_AJ[powerful]AJ	[?]	26	54	6	0.16	2.0	0.735				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22emquJ%5Bwise%5DAJ%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22l%C4%93%CA%BE%C3%BBJ%5Bpowerful%5DAJ%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
emqu_AJ[wise]AJ	[?]	labānu[spread]V	[?]	26	71	6	0.14	4.0	0.735				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22emquJ%5Bwise%5DAJ%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22lab%C4%81nu%5Bspread%5DV%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
emu[father-in-law]N	[?]	māru[son]N	[?]	2	5055	2	0.02	1.0	0.029				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22emu%5Bfather-in-law%5DN%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22m%C4%81ru%5Bson%5DN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
emēqu[be(come)-wise]V	[?]	qabû[speech]N	[?]	4	9	2	0.333	4.0	0.0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22em%C4%93qu%5Bbe%28come%29-wise%5DV%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22qab%C3%BB%5Bspeech%5DN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
emēqu[be(come)-wise]V	[?]	ṣalmu[black-one]N	[?]	4	41	2	0.156	2.0	0.324				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22em%C4%93qu%5Bbe%28come%29-wise%5DV%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22%E1%B9%A3almu%5Bblack-one%5DN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
emēqu[be(come)-wise]V	[?]	qaqqadu[head]N	[?]	4	391	2	0.051	1.0	0.324				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22em%C4%93qu%5Bbe%28come%29-wise%5DV%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22qaqqadu%5Bhead%5DN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
emēqu[be(come)-wise]V	[?]	māru[son]N	[?]	4	5055	3	0.021	1.0	0.588				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22em%C4%93qu%5Bbe%28come%29-wise%5DV%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22m%C4%81ru%5Bson%5DN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
emēqu[be(come)-wise]V	[?]	epēšu[do]V	[?]	4	2975	2	0.018	3.0	0.0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22em%C4%93qu%5Bbe%28come%29-wise%5DV%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22ep%C4%93%C5%A1u%5Bdo%5DV%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
emēqu[be(come)-wise]V	[?]	ilu[god]N	[?]	4	3545	2	0.017	8.0	0.059				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22em%C4%93qu%5Bbe%28come%29-wise%5DV%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22ilu%5Bgod%5DN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
emēqu[be(come)-wise]V	[?]	šarru[king]N	[?]	4	17888	3	0.011	5.667	0.098				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22em%C4%93qu%5Bbe%28come%29-wise%5DV%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22%C5%A1arru%5Bking%5DN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
